owner,farm_name,mill,in_country_partner,country_of_origin,altitude_low_meters,altitude_high_meters,altitude_mean_meters,number_of_bags,bag_weight,species,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,category_one_defects,category_two_defects,color,total_cup_points
kawacom uganda ltd,mt.elgon bugisu shamba 2,kawacom,Uganda Coffee Development Authority,Uganda,1400,1900,1650,1,60 kg,Arabica,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,0.12,0,1,Green,84.83
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,14,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,0,3,15,NA,84.83
ethiopia commodity exchange,contact | sidacoop@ethionet.net,coffee processing and warehouse enterpri,Ethiopia Commodity Exchange,Ethiopia,1500,2000,1750,300,6,Arabica,NA,NA,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,0.1,0,2,NA,84.83
philip schluter,contact | sidacoop@ethionet.net,coffee processing and warehouse enterpri,Ethiopia Commodity Exchange,Ethiopia,1500,2000,1750,300,6,Arabica,NA,NA,7.42,7.92,7.92,8,7.83,7.83,10,10,10,0.1,0,4,NA,84.83
松澤宏樹 koju matsuzawa,matsuzawa coffee,matsuzawa coffee,Specialty Coffee Institute of Asia,Thailand,NA,NA,NA,50,50 kg,Arabica,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,0.12,0,0,Green,84.75
lydiah mwangi,karatina,sagana,Kenya Coffee Traders Association,Kenya,1800,1800,1800,150,60 kg,Arabica,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,0.13,0,0,Green,84.75
cadexsa,cerro bueno,cadexsa,Instituto Hondureño del Café,Honduras,1450,1450,1450,275,1 kg,Arabica,Catuai,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,0.11,0,4,Green,84.75
the coffee source inc.,several,la majada cooperative,Specialty Coffee Association,El Salvador,1200,1200,1200,250,69 kg,Arabica,NA,NA,7.75,8,8,8.33,7.67,7.92,10,10,9.33,0.15,0,3,NA,84.75
grounds for health admin,santa martha,beneficio atlantic sebaco,Specialty Coffee Association,Nicaragua,800,1050,925,2,6,Arabica,NA,NA,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,0.18,0,2,NA,84.75
consejo salvadoreño del café,monterrey,j.j. borja nathan,Salvadoran Coffee Council,El Salvador,1350,1350,1350,150,69 kg,Arabica,Bourbon,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,0,0,2,Blue-Green,84.67
sanjava coffee,sran temanggung plantation,wet hulling,Specialty Coffee Association of Indonesia,Indonesia,1200,1200,1200,2,1 kg,Arabica,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,0.12,0,7,Green,84.67
松澤宏樹 koju matsuzawa,ada farm,ada farm,Specialty Coffee Institute of Asia,Japan,170,170,170,20,1 kg,Arabica,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,0.12,0,0,Green,84.67
rodrigo soto,rio jorco,rio jorco,Specialty Coffee Association of Costa Rica,Costa Rica,1150,1150,1150,15,69 kg,Arabica,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,0.1,0,2,Blue-Green,84.67
juan luis alvarado romero,san diego buena vista,san diego buena vista,Asociacion Nacional Del Café,Guatemala,1600,1600,1600,120,34 kg,Arabica,Bourbon,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,0.1,0,1,Green,84.67
fabian calderon mora,coopetarrazú,coopetarrazú,Specialty Coffee Association of Costa Rica,Costa Rica,1750,1750,1750,50,1 lbs,Arabica,Caturra,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,0.12,0,0,Green,84.67
essencecoffee,moplaco,moplaco,Blossom Valley International,Ethiopia,1900,1900,1900,250,30 kg,Arabica,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,0.1,0,3,NA,84.67
essencecoffee,finca salaca las brisas,beneficio las brisas,Blossom Valley International,Costa Rica,1750,1750,1750,20,69 kg,Arabica,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,0.08,0,1,Green,84.67
eric thormaehlen,various,coricafe sa,Specialty Coffee Association of Costa Rica,Costa Rica,1200,1200,1200,275,1 kg,Arabica,Catuai,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,0.11,0,4,Green,84.67
rob tuttle,NA,NA,Specialty Coffee Association,Costa Rica,NA,NA,NA,1,2 kg,Arabica,NA,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8,10,10,9.33,0,1,10,Green,84.67
cqi taiwan icp cqi台灣合作夥伴,dragon 龍咖啡,dragon coffee 龍咖,Blossom Valley International,Taiwan,1000,1000,1000,10,30 kg,Arabica,Typica,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,0.11,0,0,Green,84.67
compañia colombiana agroindustrial s.a,NA,trilladora agricola,Almacafé,Colombia,1550,1550,1550,250,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,0,0,0,Green,84.67
dream together,NA,NA,Specialty Coffee Institute of Asia,Kenya,2000,2000,2000,235,60 kg,Arabica,SL28,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,0.11,0,0,Bluish-Green,84.67
juan luis alvarado romero,agropecuaria quiagral,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1310.64,1310.64,1310.64,250,1 kg,Arabica,Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,0.11,0,4,Green,84.67
juan luis alvarado romero,valparaiso,beneficio valparaiso,Asociacion Nacional Del Café,Guatemala,1524,1524,1524,125,1 kg,Arabica,Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,0.12,0,4,Green,84.67
organizaciones de productores de cafe colimense,"el nogal, la higuera, los laureles",cafetaleros de el remudadero s.p.r. de r.l.,AMECAFE,Mexico,1200,1200,1200,80,1 kg,Arabica,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,0.13,0,3,NA,84.67
afca,NA,ugacof,Africa Fine Coffee Association,Uganda,1700,1850,1775,320,60 kg,Arabica,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,0.11,0,3,Blue-Green,84.67
benjamin schmerler,NA,NA,Specialty Coffee Association,Peru,NA,NA,NA,1,60 kg,Arabica,NA,NA,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,0,0,3,NA,84.67
ethiopia commodity exchange,contact | sidacoop@ethionet.net,coffee processing and warehouse enterpri,Ethiopia Commodity Exchange,Ethiopia,1500,2000,1750,300,6,Arabica,NA,NA,7.42,7.75,7.75,8,8,7.92,10,10,10,0.2,0,3,NA,84.67
jungle estate,jungle estate,nkg mills,Kenya Coffee Traders Association,Kenya,1754,1754,1754,66,60 kg,Arabica,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,0.11,0,5,Blue-Green,84.58
racafe & cia s.c.a,NA,bucaramanga,Almacafé,Colombia,1500,1500,1500,250,70 kg,Arabica,Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,0,0,4,Blue-Green,84.58
racafe & cia s.c.a,NA,bachue,Almacafé,Colombia,NA,NA,NA,125,70 kg,Arabica,Caturra,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,0,0,5,Green,84.58
daniel magu,blend,sagana,Kenya Coffee Traders Association,Kenya,1800,1800,1800,100,60 kg,Arabica,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,0.1,0,2,Bluish-Green,84.58
juan luis alvarado romero,el morito,el morito,Asociacion Nacional Del Café,Guatemala,1524,1524,1524,250,69 kg,Arabica,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,0.11,0,1,Green,84.58
juan luis alvarado romero,el papaturro,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,250,69 kg,Arabica,Bourbon,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,0.09,0,0,Green,84.58
compañia colombiana agroindustrial s.a,NA,trilladora agricola,Almacafé,Colombia,1550,1550,1550,250,70 kg,Arabica,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,0,0,0,NA,84.58
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1900,1750,75,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,0,0,5,NA,84.58
taylor winch (coffee) ltd.,NA,NA,Kenya Coffee Traders Association,Kenya,NA,NA,NA,11,660 kg,Arabica,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,0,0,0,Green,84.58
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,0,0,2,Green,84.58
lusso lab,la chaparral,NA,Specialty Coffee Association,Costa Rica,1450,1700,1575,1,1 kg,Arabica,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,0.12,0,2,Bluish-Green,84.58
exportadora de cafe condor s.a,various,trilladora boananza,Almacafé,Colombia,1800,1800,1800,250,70 kg,Arabica,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,0.11,0,6,Green,84.58
nucoffee,fazenda recreio,NA,NUCOFFEE,Brazil,1300,1300,1300,37,60 kg,Arabica,Bourbon,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,0.12,0,2,Green,84.58
nucoffee,fazenda vista alegre,NA,NUCOFFEE,Brazil,1100,1100,1100,35,60 kg,Arabica,Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,0.11,0,1,Blue-Green,84.58
max gurdian,NA,beneficio santo domingo - beneficio dosmil,Specialty Coffee Association of Costa Rica,Costa Rica,1200,1200,1200,275,18975 kg,Arabica,Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,0.1,0,2,Bluish-Green,84.5
ecom japan limited,kawacom sipi project,kawacom,Uganda Coffee Development Authority,Uganda,1750,1750,1750,200,12000 kg,Arabica,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,0.11,0,1,Green,84.5
yunnan coffee exchange,menglian ban’an coffee processing factory,menglian ban’an coffee processing factory,Yunnan Coffee Exchange,China,1680,1680,1680,3,60 kg,Arabica,Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,0.1,0,1,Green,84.5
fabian calderon mora,coopetarrazú,coopetarrazú,Specialty Coffee Association of Costa Rica,Costa Rica,1700,1700,1700,250,1 lbs,Arabica,Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,0.11,0,0,Green,84.5
federacion nacional de cafeteros,NA,cauca,Almacafé,Colombia,1800,1800,1800,275,2 kg,Arabica,Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,0.12,1,0,Green,84.5
eric wu,"puer jiangcheng fuwang coffee biotechnology co., ltd","puer jiangcheng fuwang coffee biotechnology co., ltd",Specialty Coffee Association,China,1100,1100,1100,1,2 kg,Arabica,Other,Washed / Wet,7.67,8,7.75,7.83,7.75,7.58,10,10,10,0,0,2,Green,84.5
juan luis alvarado romero,el sacramento,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1310.64,1310.64,1310.64,250,69 kg,Arabica,Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,0.11,0,2,Green,84.5
dream together,rumukia farmers,sasini,Specialty Coffee Institute of Asia,Kenya,2000,2000,2000,235,60 kg,Arabica,SL28,Washed / Wet,7.92,7.83,7.67,8,7.67,7.75,10,10,10,0.11,0,0,Blue-Green,84.5
maria imelda uscanga martinez,la barranca,hustusco,AMECAFE,Mexico,1350,1350,1350,56,1 kg,Arabica,Typica,Washed / Wet,8,7.92,7.42,8.08,7.5,7.67,10,10,10,0.12,0,0,Green,84.5
alfredo bojalil,finca el retiro,agroindustrias unidas de mexico,AMECAFE,Mexico,1500,1500,1500,250,1 kg,Arabica,Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,0.11,0,4,NA,84.5
juan luis alvarado romero,nueva granada,beneficio nueva granada,Asociacion Nacional Del Café,Guatemala,NA,NA,NA,250,69 kg,Arabica,Bourbon,Washed / Wet,7.67,8,7.67,8,7.5,7.83,10,10,10,0.11,0,2,Green,84.5
daniel friedlander,NA,mmm,NUCOFFEE,Brazil,NA,NA,NA,27,60 kg,Arabica,NA,NA,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10,10,0,0,4,NA,84.5
alexandra katona-carroll,NA,NA,NUCOFFEE,Brazil,NA,NA,NA,320,60 kg,Arabica,NA,NA,8.17,7.67,7.75,7.75,7.67,7.75,10,10,10,0,2,0,NA,84.5
max gurdian,several farmers,beneficio san diego,Specialty Coffee Association of Costa Rica,Costa Rica,1300,1300,1300,275,69 kg,Arabica,Caturra,Washed / Wet,7.58,7.83,7.83,8,7.67,7.58,10,10,10,0.1,0,3,Blue-Green,84.42
aulia arif syahri,darmawi,dry mill,Specialty Coffee Association,Indonesia,1400,1400,1400,200,30 kg,Arabica,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,0,0,3,Blue-Green,84.42
carcafe ltda ci,NA,neiva,Almacafé,Colombia,NA,NA,NA,304,35 kg,Arabica,Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,0,0,1,Green,84.42
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,275,70 kg,Arabica,Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,0,0,3,Green,84.42
kao ming lee,tropica galliard,tropica galliard,Specialty Coffee Association,Taiwan,1200,1200,1200,2,2 kg,Arabica,Typica,Washed / Wet,7.83,7.83,7.75,8,7.5,7.75,10,10,10,0.11,0,0,Blue-Green,84.42
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,5,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,0.11,0,1,Blue-Green,84.42
maria amalia guadalupe toriello elorza,finca la chiripa,finca hamburgo,AMECAFE,Mexico,900,900,900,69,1 kg,Arabica,Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,0.12,2,4,NA,84.42
ethiopia commodity exchange,phone number | 0911-513824 email: gmt.ft,NA,Ethiopia Commodity Exchange,Ethiopia,NA,NA,NA,360,6 kg,Arabica,NA,NA,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,0.2,0,2,NA,84.42
lydiah mwangi,kigwandi,central kenya coffee mills,Kenya Coffee Traders Association,Kenya,1800,1800,1800,150,60 kg,Arabica,SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,0.11,0,4,Green,84.33
bismarck castro,las cuchillas,cigrah s.a de c.v.,Instituto Hondureño del Café,Honduras,1500,1500,1500,275,66 kg,Arabica,Caturra,NA,7.92,8,7.75,7.67,7.67,7.75,10,10,10,0.1,0,3,Green,84.33
raúl vargas,NA,san josé / neiva,Almacafé,Colombia,NA,NA,NA,275,70 kg,Arabica,Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,0,0,5,Green,84.33
bismarck castro,los hicaques,dry mill,Instituto Hondureño del Café,Honduras,1500,1500,1500,275,69 kg,Arabica,Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,0.11,0,2,Green,84.33
racafe & cia s.c.a,NA,bogota - bachue,Almacafé,Colombia,NA,NA,NA,275,70 kg,Arabica,NA,NA,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,0,0,4,NA,84.33
carcafe ltda ci,NA,neiva,Almacafé,Colombia,442,442,442,250,70 kg,Arabica,Caturra,Natural / Dry,7.75,7.67,8,7.67,8.08,7.83,10,10,10,0.11,6,0,Green,84.33
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1800,1800,1800,275,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,0,0,0,Green,84.33
victor hugo melchor cordova,la distancia,la distancia,AMECAFE,Mexico,1700,1700,1700,100,80 kg,Arabica,Typica,Washed / Wet,8,7.75,7.75,7.83,7.5,7.67,10,10,10,0.12,0,1,Blue-Green,84.33
nucoffee,santa alina,NA,NUCOFFEE,Brazil,1200,1350,1275,75,60 kg,Arabica,Yellow Bourbon,NA,8.17,8,7.5,7.75,7.5,7.67,10,10,10,0,0,4,NA,84.33
nucoffee,fazenda baipendi,NA,NUCOFFEE,Brazil,900,1200,1050,80,60 kg,Arabica,NA,NA,8,8,7.5,7.5,7.67,7.75,10,10,10,0.02,0,2,NA,84.33
benjamin schmerler,NA,NA,Specialty Coffee Association,Ethiopia,1097.28,1889.76,1493.52,1,132 lbs,Arabica,NA,NA,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,0,0,1,NA,84.33
the coffee source inc.,las minas,las minas,Specialty Coffee Association,Guatemala,1341.12,1432.56,1386.84,250,1,Arabica,NA,NA,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,0.04,1,1,NA,84.33
"lin, che-hao krude 林哲豪",馨晴咖啡 good mood coffee,馨晴咖啡 good mood coffee,Specialty Coffee Association,Taiwan,1000,1000,1000,10,5 kg,Arabica,Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,0.12,0,0,Blue-Green,84.25
松澤宏樹 koju matsuzawa,matsuzawa coffee,matsuzawa coffee,Specialty Coffee Institute of Asia,Thailand,1200,1200,1200,20,25 kg,Arabica,Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,0.12,0,0,Green,84.25
carcafe ltda ci,NA,pasto,Almacafé,Colombia,2560,2560,2560,275,70 kg,Arabica,Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8,10,10,10,0.11,0,2,Green,84.25
juan luis alvarado romero,finca medina,beneficio siembras vision (154),Asociacion Nacional Del Café,Guatemala,1500,1500,1500,230,69 kg,Arabica,Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,0.11,0,4,Green,84.25
juan luis alvarado romero,finca san vicente,beneficio exportacafe agua santa,Asociacion Nacional Del Café,Guatemala,1099.4136,1099.4136,1099.4136,275,69 kg,Arabica,Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,0.1,0,1,Green,84.25
yunnan coffee exchange,menglian county nayun town mangzhang coffee farm,menglian county nayun town mangzhang coffee farm,Yunnan Coffee Exchange,China,1400,1400,1400,3,60 kg,Arabica,Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,0.1,0,1,Green,84.25
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,275,70 kg,Arabica,Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,0.11,0,3,Green,84.25
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,248,70 kg,Arabica,Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,0.12,4,2,Green,84.25
federacion nacional de cafeteros,NA,cauca,Almacafé,Colombia,1800,1800,1800,275,2 kg,Arabica,Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,0.12,0,0,Green,84.25
carcafe ltda ci,NA,neiva,Almacafé,Colombia,442,442,442,250,70 kg,Arabica,Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,0.12,3,0,Green,84.25
tembo coffee company ltd,jacksom mwasenga,tembo coffee company ltd,Africa Fine Coffee Association,"Tanzania, United Republic Of",1620,1620,1620,10,60 kg,Arabica,Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,0.12,0,7,Green,84.25
taylor winch (t) ltd,suma jkt itende,taylor winch (t) ltd,Africa Fine Coffee Association,"Tanzania, United Republic Of",1600,1600,1600,65,60 kg,Arabica,Other,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,0.12,0,2,Green,84.25
juan luis alvarado romero,el papaturro,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1219.2,1219.2,1219.2,250,69 kg,Arabica,Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,0.1,0,1,Green,84.25
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1700,1700,1700,250,70 kg,Arabica,Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,0.11,0,2,Green,84.25
kona pacific farmers cooperative,NA,NA,Specialty Coffee Association,United States (Hawaii),NA,NA,NA,7,100 lbs,Arabica,Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,0.11,1,1,Bluish-Green,84.25
jesus salazar velasco,pante carajillo,"san pedro cotzilnam, municipio de aldama, chiapas",AMECAFE,Mexico,1450,1450,1450,10,1 kg,Arabica,Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,0.12,0,1,Green,84.25
manuel herrera juarez,finca los barreales,finca los barreales,AMECAFE,Mexico,1170,1170,1170,20,1 kg,Arabica,Bourbon,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,0.12,0,0,Green,84.25
alfredo bojalil,finca santa teresa,"la concordia, chiapas",AMECAFE,Mexico,1400,1400,1400,250,1 kg,Arabica,Bourbon,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,0.1,0,4,Bluish-Green,84.25
afca,NA,bukonzo joint cfs,Africa Fine Coffee Association,Uganda,1700,1700,1700,1,60 kg,Arabica,Other,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,0.13,4,29,Green,84.25
juan luis alvarado romero,piamonte,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1700,1700,1700,50,69 kg,Arabica,Bourbon,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,0.13,0,1,Green,84.17
racafe & cia s.c.a,NA,bachue,Almacafé,Colombia,NA,NA,NA,250,70 kg,Arabica,Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,0,0,2,Green,84.17
wayner jimenez,los girasoles,los angeles micro-mill,Specialty Coffee Association of Costa Rica,Costa Rica,1700,1700,1700,150,69 kg,Arabica,Caturra,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,0.09,0,2,Bluish-Green,84.17
juan luis alvarado romero,finca la joya,beneficio exportacafe agua santa,Asociacion Nacional Del Café,Guatemala,1116.7872,1116.7872,1116.7872,275,69 kg,Arabica,Caturra,Washed / Wet,7.75,7.75,7.58,8,7.67,7.83,10,10,10,0.11,0,6,Green,84.17
juan luis alvarado romero,santo tomas pachuj,beneficio palinsa,Asociacion Nacional Del Café,Guatemala,1565,1565,1565,377,69 kg,Arabica,Caturra,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,0.1,0,10,Green,84.17
juan luis alvarado romero,chapultepec,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,3280,3280,3280,130,69 kg,Arabica,Bourbon,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,0.1,0,2,Green,84.17
racafe & cia s.c.a,NA,NA,Almacafé,Colombia,1600,1950,1775,275,70 kg,Arabica,Caturra,Washed / Wet,8,7.5,7.5,7.67,8,7.83,10,10,10,0,0,0,Bluish-Green,84.17
cooperativa el gorrion r.l,las nubes,beneficio humedo,Specialty Coffee Association of Costa Rica,Nicaragua,900,1100,1000,275,2 kg,Arabica,Caturra,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,0.12,0,0,Bluish-Green,84.17
cafebras,pantano,via seca,Brazil Specialty Coffee Association,Brazil,1150,1150,1150,305,59 kg,Arabica,Catuai,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,0,0,16,NA,84.17
"ceca, s.a.",gamboa,beneficio montañas del diamante,Specialty Coffee Ass,Costa Rica,1850,1850,1850,320,69 kg,Arabica,Caturra,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8,10,10,10,0,0,0,Blue-Green,84.17
asefa dukamo keroma,asefa dukamo coffee plantation,gudmale,METAD Agricultural Development plc,Ethiopia,1545,1668,1606.5,320,60 kg,Arabica,Gesha,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,0.1,0,5,Green,84.17
selian coffee estate,selian coffee estate,selian coffee estate,Africa Fine Coffee Association,"Tanzania, United Republic Of",1400,1400,1400,10,60 kg,Arabica,Other,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,0.13,0,0,Green,84.17
olam agro colombia,NA,trilladora asia,Almacafé,Colombia,1530,1530,1530,250,1 kg,Arabica,Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,0.12,0,4,Green,84.17
chris finch,NA,NA,Specialty Coffee Association,Guatemala,NA,NA,NA,275,5 lbs,Arabica,NA,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,0.11,0,0,Bluish-Green,84.17
itochu corporation,NA,NA,Kenya Coffee Traders Association,Kenya,1,500,250.5,300,18000 kg,Arabica,SL28,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,0.08,0,0,Green,84.17
owen carver,café do paraíso,café do paraíso,Specialty Coffee Association,Brazil,894,1183,1038.5,1,2 kg,Arabica,Mundo Novo,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8,10,10,10,0.11,0,3,Green,84.17
juan luis alvarado romero,la union monte verde,beneficio ixchel,Asociacion Nacional Del Café,Guatemala,1310.64,1310.64,1310.64,250,69 kg,Arabica,Bourbon,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,0.11,0,4,Green,84.17
atlantic specialty coffee,el majahual,j. hill y cia,Specialty Coffee Association,El Salvador,1500,1500,1500,275,2 kg,Arabica,Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,0.11,0,2,Bluish-Green,84.17
exportadora de cafe condor s.a,NA,trilladora boananza,Almacafé,Colombia,1750,1750,1750,250,70 kg,Arabica,Caturra,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,0,0,2,Green,84.17
juan luis alvarado romero,el limon,beneficio serben,Asociacion Nacional Del Café,Guatemala,NA,NA,NA,275,1 kg,Arabica,Catuai,Natural / Dry,7.83,7.5,7.5,8,7.83,7.83,10,10,10,0.11,0,2,Bluish-Green,84.17
afca,NA,great lakes coffee,Africa Fine Coffee Association,Uganda,1500,1700,1600,320,60 kg,Arabica,Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,0.11,0,1,Green,84.17
